VIN;Автосалон;Марка;Модель;Год выпуска;Пробег;Состояние исходное;Состояние;В основной выборке;Ценовой сегмент;Срок хранения;Срок публикации;Цена продажи факт;% цены к рынку;МЦП;% цены к МЦП;% цены к МЦП исходный;Отклонение от МЦП, ₽;Отклонение от МЦП, % п.п.;Суммарные затраты;% затрат к рынку выбытие;GM1, ₽;GM1, %;GM2, ₽;GM2, %;Категория GM2;Средний пробег рынка;Количество звонков за последнее время;Количество звонков;Статус звонков;Скоринг исходный;Средняя скорость продажи;Оценщик;Менеджер по продажам;Контракт;% затрат к рынку оценка;Собственнику;Подготовка оценка;Цена продажи из оценки (не МЦП);Оценок по VIN;Оценщики все;Менеджеры все;Дублей в выбытиях;Дублей в МЦП;Есть МЦП;Есть оценка;flag_no_publication;flag_zero_calls;flag_calls_no_data;flag_below_market;flag_below_market_90;flag_below_market_80;flag_quick_below_market;flag_below_ocp;flag_below_ocp_95;flag_below_ocp_90;flag_negative_gm2;flag_multiple_evaluations;Риск-балл;Уровень риска;Риск-флаги
KMHJF31JPPU294944;Avangard Приморский;Hyundai;Lantra;1993;194196;Не указано;Не указано;True;<1 млн ₽;25.0;0.0;80000.0;114.0;;;;;;1.0;0.0;79999.0;100.0;56266.0;70.3;Высокая прибыль;210000;;;нет данных;;;Жиганов Василий;Жиганов Василий;Trade-In;81.0;55600.0;20000.0;84000.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;True;False;True;False;False;False;False;False;False;False;False;False;3;Средний;"без публикации; нет данных по звонкам"
XWEGU413BH0001778;Avangard Приморский;Kia;Optima;2017;188012;Среднее (C);C;True;1–2 млн ₽;48.0;40.0;1499000.0;88.0;;;;;;1120570.0;66.0;378430.0;25.0;207182.0;13.8;Высокая прибыль;159298;2.0;3.0;звонки были;3;43;Бойцов Иван;Бойцов Иван;Trade-In на новый;71.0;1200000.0;20000.0;1355556.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
WME4533421K316927;Avangard Приморский;Smart;Fortwo;2018;59998;Среднее (C);C;True;1–2 млн ₽;19.0;15.0;1090000.0;95.0;;;;;;747100.0;65.0;342900.0;31.0;221897.0;20.4;Высокая прибыль;106193;1.0;2.0;звонки были;3;15;Жиганов Василий;Жиганов Василий;Trade-In;81.0;824200.0;20000.0;938000.0;1;Жиганов Василий;Жиганов Василий;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
XTA111930B0162745;Avangard Приморский;Lada (ВАЗ);Kalina;2011;40462;Среднее (C);C;True;<1 млн ₽;26.0;0.0;255000.0;81.0;;;;;;221090.0;70.0;33910.0;13.0;17185.0;6.7;Высокая прибыль;171315;;;нет данных;4-;26;Бойцов Иван;Бойцов Иван;Trade-In на новый;70.0;200000.0;20000.0;244444.0;1;Бойцов Иван;Бойцов Иван;1;1;False;True;True;False;True;True;True;False;True;False;False;False;False;False;8;Высокий;"без публикации; нет данных по звонкам; ниже рынка; ниже 90% рынка; ниже рынка ≤7 дней"
JMZBL14Z501267363;Avangard Приморский;Mazda;3;2011;238456;Хорошее (B);B;True;<1 млн ₽;63.0;43.0;712000.0;92.0;;;;;;570933.0;73.0;141067.0;20.0;59231.0;8.3;Высокая прибыль;211239;0.0;2.0;звонки были;3+;31;Вырышев Максим;Вырышев Максим;Trade-In на новый;82.0;600000.0;20000.0;684000.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
X4X5C394X0D433616;Avangard Приморский;BMW;5 серии;2014;163921;Среднее (C);C;True;1–2 млн ₽;32.0;29.0;1940000.0;98.0;;;;;;1324500.0;67.0;615500.0;32.0;386873.0;19.9;Высокая прибыль;255388;0.0;0.0;0 звонков;3+;31;Вырышев Максим;Вырышев Максим;Trade-In на новый;64.0;1300000.0;20000.0;1466667.0;1;Вырышев Максим;Вырышев Максим;1;1;False;True;False;True;False;True;False;False;False;False;False;False;False;False;4;Средний;"0 звонков; ниже рынка"
SJNFBAF15U6395207;Avangard Приморский;Nissan;Juke;2013;138763;Среднее (C);C;True;<1 млн ₽;84.0;78.0;768000.0;75.0;;;;;;722900.0;71.0;45100.0;6.0;-42832.0;-5.6;Убыток;144055;2.0;9.0;звонки были;4-;35;Симаньков Артем;Кауров Андрей;Trade-In на БУ;81.0;777400.0;20000.0;886000.0;1;Симаньков Артем;Кауров Андрей;1;1;False;True;False;False;False;True;True;True;False;False;False;False;True;False;7;Высокий;"ниже рынка; ниже 90% рынка; ниже 80% рынка; GM2<0"
X7LASREA762554518;Avangard Приморский;Renault;Kaptur;2019;162833;Хорошее (B);B;True;1–2 млн ₽;50.0;48.0;1040000.0;95.0;;;;;;813900.0;74.0;226100.0;22.0;101788.0;9.8;Высокая прибыль;112757;4.0;6.0;звонки были;4+;25;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
Z6F5XXEEC5JB58933;Avangard Приморский;Ford;Focus;2018;169456;Хорошее (B);B;True;<1 млн ₽;86.0;77.0;878000.0;83.0;905154.6391752578;97.0;97.0;-27154.639175257762;-3.0;679839.0;64.0;198161.0;23.0;60865.0;6.9;Высокая прибыль;130007;0.0;4.0;звонки были;3+;23;;;;;;;;0;;;1;1;True;False;False;False;False;True;True;False;False;True;False;False;False;False;6;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП"
Z8NFBNJ11ES132883;Avangard Приморский;Nissan;Qashqai;2021;119100;Среднее (C);C;True;1–2 млн ₽;137.0;130.0;1821000.0;83.0;1896875.0;96.0;96.0;-75875.0;-4.0;1575450.0;72.0;245550.0;13.0;-54094.0;-3.0;Убыток;97295;0.0;25.0;звонки были;3;19;Параничев Андрей;Параничев Андрей;Trade-In на новый;80.0;1717000.0;20000.0;1930000.0;2;Параничев Андрей;Параничев Андрей;1;1;True;True;False;False;False;True;True;False;False;True;False;False;True;True;8;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП; GM2<0; несколько оценок"
Z8TND5FEAFM004921;Avangard Приморский;Citroen;C4;2015;112738;Хорошее (B);B;True;<1 млн ₽;78.0;75.0;695000.0;84.0;;;;;;584650.0;71.0;110350.0;16.0;11606.0;1.7;Низкая прибыль;152294;4.0;17.0;звонки были;3+;14;Параничев Андрей;Битюцких Дмитрий;Trade-In на новый;80.0;625040.0;20000.0;733000.0;1;Параничев Андрей;Битюцких Дмитрий;1;1;False;True;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
LM8F7E996RAA39227;Avangard Приморский;Seres;M7;2024;13260;Отличное (A);A;True;3–5 млн ₽;75.0;76.0;4990000.0;101.0;;;;;;;;;;;;;15177;4.0;11.0;звонки были;;;;;;;;;;0;;;1;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
LM8F7E792RAA02257;Avangard Приморский;Seres;M5;2024;4323;Отличное (A);A;True;3–5 млн ₽;41.0;41.0;4200000.0;96.0;;;;;;;;;;;;;19144;3.0;3.0;звонки были;;;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
LBV21GT09S1B32083;Avangard Приморский;BMW;X3;2025;1223;Хорошее (B);B;True;5+ млн ₽;59.0;58.0;6899000.0;95.0;;;;;;6415616.0;88.0;483384.0;7.0;10504.0;0.2;Убыток;4374;2.0;3.0;звонки были;5;8;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
WBAKV210800T87771;Avangard Приморский;BMW;X6;2016;94150;Хорошее (B);B;True;3–5 млн ₽;66.0;65.0;3450000.0;82.0;;;;;;1440.0;0.0;198560.0;6.0;-45690.0;-1.3;Убыток;157513;3.0;35.0;звонки были;3-;35;;;;;;;;0;;;1;1;False;False;False;False;False;True;True;False;False;False;False;False;True;False;5;Средний;"ниже рынка; ниже 90% рынка; GM2<0"
SADCA2BN5KA615630;Avangard Приморский;Jaguar;F-Pace;2019;159792;Среднее (C);C;True;2–3 млн ₽;49.0;7.0;2488000.0;104.0;;;;;;1949092.0;81.0;538908.0;22.0;313825.0;12.6;Высокая прибыль;107653;3.0;3.0;звонки были;3-;24;;;;;;;;0;;;1;1;False;False;False;False;False;False;False;False;False;False;False;False;False;False;0;Низкий;
XWEFC41CBMC012606;Avangard Приморский;Kia;Cerato;2021;130700;Хорошее (B);B;True;1–2 млн ₽;62.0;53.0;1760000.0;90.0;;;;;;1556091.0;79.0;203909.0;12.0;41836.0;2.4;Низкая прибыль;86110;1.0;5.0;звонки были;3+;30;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
LGWFF7A54PJ640915;Avangard Приморский;Tank;300;2023;100904;Среднее (C);C;True;2–3 млн ₽;48.0;43.0;2948000.0;99.0;;;;;;2525100.0;85.0;422900.0;14.0;191740.0;6.5;Средняя прибыль;48325;4.0;7.0;звонки были;4+;18;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
VF1JMK40639833447;Avangard Приморский;Renault;Scenic;2008;269469;Плохое (D);D;True;<1 млн ₽;59.0;0.0;418000.0;;;;;;;208470.0;;209530.0;50.0;139218.0;33.3;Высокая прибыль;;;;нет данных;;;;;;;;;;0;;;1;1;False;False;True;False;True;False;False;False;False;False;False;False;False;False;3;Средний;"без публикации; нет данных по звонкам"
X7LRJC4D164227442;Avangard Приморский;Renault;Arkana;2019;118951;Хорошее (B);B;True;1–2 млн ₽;64.0;59.0;1358000.0;85.0;;;;;;1120218.0;70.0;237782.0;18.0;80470.0;5.9;Средняя прибыль;100630;1.0;17.0;звонки были;3;27;;;;;;;;0;;;1;1;False;False;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
XWEPH81ADM0054566;Avangard Приморский;Kia;Sportage;2020;105509;Среднее (C);C;True;2–3 млн ₽;50.0;37.0;2108000.0;86.0;;;;;;1658606.0;68.0;449394.0;21.0;228767.0;10.9;Высокая прибыль;84816;3.0;14.0;звонки были;4+;14;;;;;;;;0;;;1;1;False;False;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
X4XKV294300S13507;Avangard Приморский;BMW;X6;2016;224000;Хорошее (B);B;True;3–5 млн ₽;53.0;39.0;3050000.0;97.0;;;;;;2477220.0;79.0;572780.0;19.0;293610.0;9.6;Высокая прибыль;154655;3.0;5.0;звонки были;3-;35;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
WBAJV61060BL14017;Avangard Приморский;BMW;6 серии;2017;175360;Среднее (C);C;True;3–5 млн ₽;59.0;46.0;3299000.0;74.0;;;;;;2601786.0;58.0;697214.0;21.0;362888.0;11.0;Высокая прибыль;127843;3.0;6.0;звонки были;;;;;;;;;;0;;;1;1;False;False;False;False;False;True;True;True;False;False;False;False;False;False;5;Средний;"ниже рынка; ниже 90% рынка; ниже 80% рынка"
JF1SH9LT5BG218172;Avangard Приморский;Subaru;Forester;2011;95400;Хорошее (B);B;True;1–2 млн ₽;102.0;88.0;1399000.0;135.0;1427551.0204081633;98.0;98.0;-28551.020408163313;-2.0;1037998.0;100.0;361002.0;26.0;100118.0;7.2;Высокая прибыль;290118;12.0;47.0;звонки были;;;;;;;;;;0;;;1;1;True;False;False;False;False;False;False;False;False;True;False;False;False;False;3;Средний;ниже МЦП
JMBXTGF2WDZ007347;Avangard Приморский;Mitsubishi;Outlander;2012;208300;Среднее (C);C;True;<1 млн ₽;82.0;67.0;966000.0;91.0;;;;;;844300.0;79.0;121700.0;13.0;5656.0;0.6;Убыток;209226;3.0;8.0;звонки были;4-;23;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
X4XHT99420EC46318;Avangard Приморский;BMW;X1;2018;210531;Среднее (C);C;True;1–2 млн ₽;133.0;108.0;1837000.0;83.0;;;;;;1611794.0;73.0;225206.0;12.0;-42615.0;-2.3;Убыток;222188;0.0;11.0;звонки были;3;23;;;;;;;;0;;;1;1;False;False;False;False;False;True;True;False;False;False;False;False;True;False;5;Средний;"ниже рынка; ниже 90% рынка; GM2<0"
LGWEF4A58RF704437;Avangard Приморский;Haval;M6;2024;62017;Хорошее (B);B;True;1–2 млн ₽;112.0;106.0;1590000.0;95.0;1606060.606060606;99.0;99.0;-16060.606060605962;-1.0;1228908.0;73.0;361092.0;23.0;94699.0;6.0;Высокая прибыль;26621;2.0;19.0;звонки были;4-;26;;;;;;;;0;;;1;1;True;False;False;False;False;True;False;False;False;True;False;False;False;False;5;Средний;"ниже рынка; ниже МЦП"
XWEGU411BL0018475;Avangard Приморский;Kia;Optima;2019;108850;Хорошее (B);B;True;1–2 млн ₽;68.0;59.0;1760000.0;96.0;;;;;;1508470.0;82.0;251530.0;14.0;75439.0;4.3;Средняя прибыль;213748;4.0;10.0;звонки были;4;30;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
Z8TXTGF2WKM000878;Avangard Приморский;Mitsubishi;Outlander;2018;195650;Хорошее (B);B;True;1–2 млн ₽;94.0;74.0;1559000.0;89.0;;;;;;1281600.0;73.0;277400.0;18.0;72451.0;4.6;Средняя прибыль;141322;5.0;7.0;звонки были;4;22;;;;;;;;0;;;1;1;False;False;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
SJNFBNJ11U1461869;Avangard Приморский;Nissan;Qashqai;2015;187671;Среднее (C);C;True;1–2 млн ₽;87.0;63.0;1325000.0;86.0;;;;;;1071100.0;70.0;253900.0;19.0;88673.0;6.7;Высокая прибыль;142675;1.0;3.0;звонки были;3+;21;;;;;;;;0;;;1;1;False;False;False;False;False;True;True;False;False;False;False;False;False;False;3;Средний;"ниже рынка; ниже 90% рынка"
KL1SF697J8B229247;Avangard Приморский;Chevrolet;Aveo;2008;139848;Плохое (D);D;True;<1 млн ₽;78.0;67.0;180000.0;62.0;;;;;;109362.0;37.0;70638.0;39.0;33357.0;18.5;Высокая прибыль;221735;0.0;1.0;звонки были;4-;35;;;;;;;;0;;;1;1;False;False;False;False;False;True;True;True;False;False;False;False;False;False;5;Средний;"ниже рынка; ниже 90% рынка; ниже 80% рынка"
RUMGJ523803012161;Avangard Приморский;Mazda;6;2019;97408;Среднее (C);C;True;1–2 млн ₽;134.0;126.0;1995000.0;80.0;2035714.2857142857;98.0;98.0;-40714.28571428568;-2.0;1739974.0;69.0;255026.0;13.0;-82761.0;-4.1;Убыток;133434;5.0;47.0;звонки были;3+;14;;;;;;;;0;;;1;1;True;False;False;False;False;True;True;False;False;True;False;False;True;False;8;Высокий;"ниже рынка; ниже 90% рынка; ниже МЦП; GM2<0"
JMBXTGA2WKU004436;Avangard Приморский;Mitsubishi;ASX;2019;119781;Хорошее (B);B;True;1–2 млн ₽;65.0;54.0;1611000.0;97.0;;;;;;1336790.0;80.0;274210.0;17.0;101063.0;6.3;Средняя прибыль;125877;1.0;4.0;звонки были;3+;16;;;;;;;;0;;;1;1;False;False;False;False;False;True;False;False;False;False;False;False;False;False;2;Низкий;ниже рынка
SJNFAAE11U1268559;Avangard Приморский;Nissan;Note;2008;164100;Среднее (C);C;True;<1 млн ₽;85.0;72.0;360000.0;74.0;;;;;;230681.0;47.0;129319.0;36.0;70619.0;19.6;Высокая прибыль;227024;1.0;2.0;звонки были;4;21;;;;;;;;0;;;1;1;False;False;False;False;False;True;True;True;False;False;False;False;False;False;5;Средний;"ниже рынка; ниже 90% рынка; ниже 80% рынка"
WDF63971313483822;Avangard Приморский;Mercedes-Benz;Viano;2008;320208;Плохое (D);D;True;<1 млн ₽;127.0;0.0;960000.0;;;;;;;878022.0;;81978.0;9.0;-16447.0;-1.7;Убыток;;;;нет данных;;;;;;;;;;0;;;1;1;False;False;True;False;True;False;False;False;False;False;False;False;True;False;5;Средний;"без публикации; нет данных по звонкам; GM2<0"
Z8T4C5FS9AM013934;Avangard Приморский;Peugeot;308;2010;156731;Среднее (C);C;True;<1 млн ₽;74.0;58.0;370000.0;77.0;;;;;;240894.0;50.0;129106.0;35.0;70348.0;19.0;Высокая прибыль;178735;1.0;9.0;звонки были;3+;41;;;;;;;;0;;;1;1;False;False;False;False;False;True;True;True;False;False;False;False;False;False;5;Средний;"ниже рынка; ниже 90% рынка; ниже 80% рынка"
